employer_name,employer_phone,employer_email,employer_hq_address,employer_hq_in_dc,employer_home_url,employer_employment_url,employer_notes,employer_box_present,employer_crime_type_asked,employer_years_specified,Accounting,Administrative,Banking,Construction,Business,Creative,Customer Support,Editorial,Education,Engineering,Hospitality,Human Resources,Software,Maintenance,Legal,Logistics,Manufacturing,Marketing,Medical,Other,Project,Government,Non-profit,Sales,Security,position_title,position_phone,position_location,job_posted,collateral_sanction_applies,which_collateral_sanction
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,,,,y,,,,y,,,,,,,,,,,,,,,,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/8139AC9D62E04F028BCD2B94128B257E,,
George Washington University,,,,,,,background check,,,,,,,,y,,,,y,,,,,,,,y,,y,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/7A3F20AA8F7B45AFB8E653C9D49439A9,,
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,y,,,y,,,,,,,,,y,,,y,,,,y,,,y,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/89233A18A4A44E728515181EAC0ABC55,,
Engility,,,,,,,background check,,,,,y,,,,,y,,,,,,y,y,,,y,,,,,y,,,y,Engility,,"Washington, District Of Columbia",http://my.jobs/87F381E20ED14CD0A1D0E58E551636F9,,
Staples,,,,,,,,,,,,y,,,y,,,,,,,,y,,,,y,,,,,,,y,,Staples,,"Washington, District Of Columbia",http://my.jobs/31CFF3DCCB434FF390D5B0D1F50BEC03,,
"CT Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,"CT Services, LLC",,"Washington, District Of Columbia",http://my.jobs/DE691A4F7905440A8FF5B1CC1BEDC8BB,,
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,,,,y,,,,y,,,,,,,,,,,,,,,,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/7D6BB57AF1FE45BAAD1AC21E3C74DC7F,,
Accenture,,,,,,,,,,,,,,,y,,,,,,,,,y,,,,,,,,y,,,y,Accenture,,"WASHINGTON, DC, District Of Columbia",http://my.jobs/85E918510706400E8DEAF6D7CD94ED49,,
Medstar Health,,,,,,,,,,,,y,,,,,,,y,,,,,,,,,,y,,,,,,,Medstar Health,,"Washington, District Of Columbia",http://my.jobs/A7CEAD5831B24FAA8D0A7863DA66B513,,
Booz Allen Hamilton,,,,,,,,,,,,,,,y,,,,,y,,,,,,,y,y,,,,,,y,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/BA8CF4F988B644BFB43E01D756DA2606,,
Booz Allen Hamilton,,,,,,,,,,,,,,,y,,,,,,,,y,,,,y,,,,,,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/E5501E4A71FC488DB5A939D1C6ED66D7,,
Oracle,,,,,,,,,,,,,,,y,,,,y,,,,,,,,,y,,,,,,y,,Oracle,,"Washington, District Of Columbia",http://my.jobs/28C71E486E5C4BC4958061743BD30D1E,,
General Dynamics Advanced Information Systems,,,,,,,,,,,,,,,y,,,,,y,,,y,,,,,,,,y,y,,,y,General Dynamics Advanced Information Systems,,"Washington, District Of Columbia",http://my.jobs/72BEC28BE1944AE5B064D0709CC17FAF,,
Population Services International,,,,,,,,,,,,,,y,,,,y,,,,,,,,,y,,y,,,,,,,Population Services International,,"Washington, District Of Columbia",http://my.jobs/51B422E55F9F4353B3B11554425FC2A8,,
American Institutes for Research,,,,,,,background check,,,,,,,,,,,,y,,,,,,,y,,,,,,,,,,American Institutes for Research,,District Of Columbia,http://my.jobs/6F1D79FF61F041E9BAF60F6580D39E92,,
Lockheed Martin,,,,,,,,,,,,,,,y,,,,,y,,,y,,,,,,,,,,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/FD9FA72FBADD4DF787875D8D5F345E78,,
ICF International,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,y,,,,y,,,,ICF International,,"Washington, District Of Columbia",http://my.jobs/69070F75C0894181AE3ABD3D8CAA8820,,
Population Services International,,,,,,,,,,,,,,y,,,,y,,,,,,,,,y,,y,,,,,,,Population Services International,,"Washington, District Of Columbia",http://my.jobs/565B6091AC014449B67239FFD0B8CE9A,,
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,,,,y,,,,,,,,y,,,,y,y,,,y,,,y,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/9430B8B687EB4231B4C63F4F0A9ABE9A,,
American Institutes for Research,,,,,,,,,,,,,,y,,,,,y,y,,,y,y,,,,,,,y,,,,,American Institutes for Research,,District Of Columbia,http://my.jobs/75D8B745C3A54C989AA511EE3E502B53,,
SAIC,,,,,,,,,,,,,,,,,,,y,y,,,y,,,,,,,,,y,,,,SAIC,,"Washington, District Of Columbia",http://my.jobs/63321B6DA4C94A12AB67AD9739EBBB60,,
General Dynamics Information Technology,,,,,,,,,,,,,,,,,,,y,y,,,y,,,y,,,y,,,y,,,y,General Dynamics Information Technology,,"Bolling AFB, District Of Columbia",http://my.jobs/A3BAAD1876D14D0CB53EB27CA672968E,,
VITAS Innovative Hospice Care,,,,,,,,,,,y,,,,,,,,,,,,,,,y,,,y,,,,,,,VITAS Innovative Hospice Care,,"Washington, District Of Columbia",http://my.jobs/0015B9E434FD45FDBE3552DD788C4823,,
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/C5CC4904D7D14843830A286EB28411F9,,
Bank of America,,,,,,,,,,,,,y,,y,,,,,,,,,,,,y,,,,,,,y,,Bank of America,,"Washington, District Of Columbia",http://my.jobs/D4C4565BDE674F9E9EC4C95C37428906,,
Anglin Consulting Group,,,,,,,,,,,y,,,,y,,,,,,,,,,,y,y,,,,y,y,,,,Anglin Consulting Group,,"Washington, District Of Columbia",http://my.jobs/1BA234D72E0642348E38E35CF83EA2D3,,
"Hire IT People, LLC",,,,,,,,,,,,,,,y,,,,,y,,,y,y,,,,,,,,,,,,"Hire IT People, LLC",,"WASHINGTON, District Of Columbia",http://my.jobs/73123D7CA2D5423DB0C32CABEC964B86,,
Booz Allen Hamilton,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,,,,,y,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/472049B4DCB044ED9ADB13F6A5726C85,,
The Specialty Hospital of Washington,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,The Specialty Hospital of Washington,,"Washington, District Of Columbia",http://my.jobs/ED95347D3E0E4E229DA64CDE475EA26A,,
Booz Allen Hamilton,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,y,,,,,,y,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/374AA8EEC4424242BFE087AD1FA41D9F,,
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,,y,y,y,,,,y,,,,y,,,,y,y,,,,,,y,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/B8285543F02F4D8DB16C5ADF9E391C7C,,
CACI International,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,,,y,CACI International,,"Washington, District Of Columbia",http://my.jobs/8B452461B937443595CB66003370854B,,
Aegis Therapies,,,,,,,,,,,y,,,y,,,,,y,,,,,y,,,y,,y,,,,,,,Aegis Therapies,,"Washington, District Of Columbia",http://my.jobs/980AFCB68EF94666946638C7FDF3313E,,
George Washington University,,,,,,,background check,,,,,,,,y,,,,y,,,,,,,,y,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/6A82E14DB72746D2BBC973EF16868EAC,,
Lockheed Martin,,,,,,,,,,,y,,,,,,,,,,,,,,y,,,,y,,,,,,,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/4454584F2F10494DBE8C86B54AAEBD92,,
International Justice Mission,,,,,,,,,,,,y,,y,y,,,,,,,,,,,,,y,,,,,y,,,International Justice Mission,,"Washington, District Of Columbia",http://my.jobs/2934DD97CF094067BF45D3F209EDF241,,
Altarum,,,,,,,,,,,y,,,y,y,,,,y,y,,,,,,,,,y,,y,y,,y,y,Altarum,,"Washington, District Of Columbia",http://my.jobs/C875B3A89E7C423DBD443A4EA40128B7,,
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,,y,y,y,,,,y,y,,,,,,,y,,y,,y,y,,y,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/C01E2487F507455887C7CE50FD439B05,,
VITAS Innovative Hospice Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,VITAS Innovative Hospice Care,,"Washington, District Of Columbia",http://my.jobs/B0FBE86BDADA42CFA6FF342D2EBDD354,,
Friendship Place,,,,,,,,,,,,,,y,,,,,y,,,,,,,,,,y,,,,,,y,Friendship Place,,"WASHINGTON, District Of Columbia",http://my.jobs/852C3BDE8CDB429B83E74CD9BC03C47F,,
Oracle,,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,y,,Oracle,,"Washington, District Of Columbia",http://my.jobs/6DBB2BD896894E9893354F7658BB9E54,,
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,,,y,y,,,,y,,,,,,,,y,,,,,,,,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/EA1722441D8F48D08E9D6B1E6BFC343A,,
Booz Allen Hamilton,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/518FA9496A444C03905546EADFFF6580,,
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,,y,y,y,,,,y,y,,,,,,,y,,y,,y,y,,y,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/CB9E9875C38B4B6AB71AF7451FE61394,,
American Institutes for Research,,,,,,,,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,American Institutes for Research,,District Of Columbia,http://my.jobs/692DC8F6D33B4E2A803D580B3460E6B8,,
Medstar Health,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,Medstar Health,,"Washington, District Of Columbia",http://my.jobs/C8E1EFD2968F4CB4B9A5243D961BA2EA,,
Washington Hospital Center,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,Washington Hospital Center,,"Washington, District Of Columbia",http://my.jobs/42FBF3D9AFDC4CE988771B31B0178966,,
Oracle,,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,y,,Oracle,,"Washington, District Of Columbia",http://my.jobs/9B3584788A0E472B8D154C4F9D5EC6DB,,
Baker Tilly Virchow Krause LLP,,,,,,,,,,,y,,,,y,,,,y,,,,,,,,,,,,,,,,,Baker Tilly Virchow Krause LLP,,"DC Metro, District Of Columbia",http://my.jobs/6910C9B61E814EA9ADBC838E415D324C,,
Population Services International,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,y,,,,,,,Population Services International,,"Washington, District Of Columbia",http://my.jobs/F118746727A448A08A5E65F1AE7394D4,,
Friendship Hospital for Animals,,,,,,,,,,,y,,,y,,,,,y,,,,,,,,,,y,,,,,,,Friendship Hospital for Animals,,District Of Columbia,http://my.jobs/8CF27B1BFB894675BB7170AD76A4ED2D,,
Washington Hospital Center,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,Washington Hospital Center,,"Washington, District Of Columbia",http://my.jobs/50DFC711F3BD4EA0B3971F403F5D7294,,
Oracle,,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,y,,Oracle,,"Washington, District Of Columbia",http://my.jobs/3BC4AB76319A4CC081B8AC2B5BB53ECE,,
Aegis Therapies,,,,,,,,,,,y,,,y,,,,,y,,,,,y,y,,y,,y,,,,,,,Aegis Therapies,,"Washington, District Of Columbia",http://my.jobs/6236F328D4904FC0AF152D2CF1F9A122,,
Washington Hospital Center,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,Washington Hospital Center,,"Washington, District Of Columbia",http://my.jobs/3D4AB013F53C4C0F9C63E3A671547073,,
Booz Allen Hamilton,,,,,,,,,,,,,,,,,,,,y,,,y,y,,,y,,,,,y,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/43C9523F0A4E4862A8E8EE727C352831,,
PNC,,,,,,,,,,,y,,y,y,y,,,,y,,,,,y,,,,,y,,,,,y,,PNC,,"Washington, District Of Columbia",http://my.jobs/2DD920F12AA74BDCBD1A6C1AEA291C53,,
Washington Hospital Center,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,Washington Hospital Center,,"Washington, District Of Columbia",http://my.jobs/8657059253744DE6A56AD78EC29B1EB7,,
Oracle,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,y,,Oracle,,"Washington, District Of Columbia",http://my.jobs/A9D2D7874F0B406E936D2D21FEB23AE0,,
The Specialty Hospital of Washington,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,,,,,The Specialty Hospital of Washington,,"Washington, District Of Columbia",http://my.jobs/00CB3CA247334CCFBBB876A30A9717F6,,
Pragmatics,,,,,,,,,,,,,,,y,,,,y,y,,,y,y,,y,,,,,y,y,,,y,Pragmatics,,"Washington, District Of Columbia",http://my.jobs/57A4E62CB3234918A62D5E7CEE552922,,
L-3 Communications,,,,,,,background check,,,,y,,,,y,,,,y,y,,,y,y,,,y,,y,,,y,,,y,L-3 Communications,,"Washington, District Of Columbia",http://my.jobs/8033F9C59D034EA988BFF33FFD85ADE1,,
CACI International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,CACI International,,"Washington, District Of Columbia",http://my.jobs/5CF7B119241B4EEC8D0758906835EDB5,,
ARAMARK,,,,,,,,,,,,,,y,y,,,,y,,,,,y,,,y,y,,,,y,y,y,,ARAMARK,,"Washington, District Of Columbia",http://my.jobs/23CAB3F1814D48F5AFE382453AFA3F39,,
CSC,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,y,,,y,CSC,,"WASHINGTON, District Of Columbia",http://my.jobs/6DAAC2FD3EC442108DD9C0084EF2A1E6,,
American Bankers Association,,,,,,,,,,,,y,,,y,,,,y,,,,y,,,y,,,y,,,y,,,,American Bankers Association,,"Washington, District Of Columbia",http://my.jobs/EEA94796070345C59627C444F333F22C,,
Dell Federal,,,,,,,,,,,,,,,y,,,,,,,,,y,,y,,,,,y,y,,,,Dell Federal,,"WASHINGTON, District Of Columbia",http://my.jobs/4C12F10F2D084CFFB1AF815611CCC5CA,,
Alion Science and Technology,,,,,,,,,,,,y,,,,,,,y,,,,,,,,,,,,,y,,,y,Alion Science and Technology,,"Washington, District Of Columbia",http://my.jobs/163C6FA8EDD140C0B11D874FB4308B55,,
eGlobalTechInc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eGlobalTechInc,,"Washington, District Of Columbia",http://my.jobs/E34DFB00DE934E788FF2EDC9B4B68D80,,
NFF Inc,,,,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,,y,,y,,NFF Inc,,"Washington, District Of Columbia",http://my.jobs/D23DD9729DA9411FB9A3D1DF8B88AC23,,
"Enterprise Information Services, Inc.",,,,,,,,,,,,,,,,,,,,y,,,y,y,,,,,,,,,,,y,"Enterprise Information Services, Inc.",,District Of Columbia,http://my.jobs/B00F180019884122928E5CB6713FCFB1,,
CACI International,,,,,,,,,,,,y,,,,,,,,,,,,,y,,y,,,,y,y,,,y,CACI International,,"Washington, District Of Columbia",http://my.jobs/5FD16D01A750456699A6387D88482F15,,
Leidos,,,,,,,,,,,,,,,y,,,,y,y,,,y,,,,,,y,,,y,,,y,Leidos,,"Washington Dc, District Of Columbia",http://my.jobs/D5A4B9D521A84781A6505E725DB54592,,
"Paladin, Inc.",,,,,,,background check,,,,,,,,,,,,y,y,,,,y,,,,,,,,y,,,y,"Paladin, Inc.",,"Washington, District Of Columbia",http://my.jobs/2871835B06EB40FCB99D1D3AD577FBD2,,
George Washington University,,,,,,,background check,,,,,,,,,,,,y,y,,,y,y,,,y,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/2AC158BD4B8845468BEDB07BDD85FC93,,
L-3 Communications,,,,,,,background check,,,,y,,,,y,,,,y,y,,,y,y,,,y,,y,,,y,,,y,L-3 Communications,,"Washington, District Of Columbia",http://my.jobs/FB9FE53264124E478FDD4A1EE5E64028,,
ARAMARK,,,,,,,,,,,,y,,,y,,,,,,,,,y,,,y,,,,,y,y,,,ARAMARK,,"Washington, District Of Columbia",http://my.jobs/122FA6860AED4112A159FFE7270ACCE7,,
Altarum Institute,,,,,,,,,,,y,,,y,y,,,,y,y,,,,,,,,,y,,y,y,,y,y,Altarum Institute,,"Washington, District Of Columbia",http://my.jobs/12DDD196DFC24694951287E3E928F811,,
Accenture,,,,,,,,,,,,,,,y,,,,y,y,,,y,,,,,,,,,,,,,Accenture,,"WASHINGTON, DC, District Of Columbia",http://my.jobs/160FA0D87FDC43AE934D400A1684A54E,,
Central Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/8A1AC7A4F4DE479386F66A36D20315BD,,
TEKsystems,,,,,,,,,,,,,,y,,,,,y,,,,y,y,,,,,,,,,,,,TEKsystems,,"Washington, District Of Columbia",http://my.jobs/F0C7737EAF5748F9B436C365B4691A4C,,
Boys & Girls Clubs of Greater Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boys & Girls Clubs of Greater Washington,,"Washington, District Of Columbia",http://my.jobs/AD7763607E2D45AE8E3C21D19A1B4717,,
Deloitte,,,,,,,,,,,,,,,y,,,,y,y,,,y,,y,,y,,,,,y,,,y,Deloitte,,"Washington, District Of Columbia",http://my.jobs/CDEE2347CAC545C183D7E57B2A9BA7B5,,
The Pew Charitable Trusts,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,y,,,y,,,,The Pew Charitable Trusts,,"Washington, District Of Columbia",http://my.jobs/6EC252AA15C24EFE911D59973B300BAF,,
AlliedBarton Security Services,,,,,,,background check,,,,,,y,,y,,,,y,,,,,,,,y,,y,,,y,,,y,AlliedBarton Security Services,,"Washington, District Of Columbia",http://my.jobs/65B4A5EDAE584717A5AB843D4F357362,,
Enterprise Community Parnters,,,,,,,,,,,y,,y,y,y,,,,,,,,,,,,,,y,,y,y,,y,y,Enterprise Community Parnters,,"Washington, District Of Columbia",http://my.jobs/14269BD0B9154388A6422B15E069BD56,,
Precision Solutions,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,y,Precision Solutions,,District Of Columbia,http://my.jobs/D34899F9FEB84089A361DE915D916DEB,,
PNC,,,,,,,background check,,,,,,y,,y,,,,y,,,,y,,,,,y,,,,,,y,y,PNC,,"Washington, District Of Columbia",http://my.jobs/FDCA576D158949E48F3CBF3B562EC193,,
AlliedBarton Security Services,,,,,,,background check,,,,,,y,,y,,,,y,,,,,,,,y,,y,,,y,,,y,AlliedBarton Security Services,,"Washington, District Of Columbia",http://my.jobs/BB9E713D51354B74B3F5D26314CC58E7,,
Randstad,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,Randstad,,"Washington, District Of Columbia",http://my.jobs/1DABA0B444844CF88C5822DA73BF4BB5,,
The Pew Charitable Trusts,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,y,,,y,,,,The Pew Charitable Trusts,,"Washington, District Of Columbia",http://my.jobs/60C4DFD37C70472E91BDCB61C991F9C7,,
Kaiser Permanente,,,,,,,,,,,,,,,y,,,,y,,,,,,,,y,,y,,,y,,,,Kaiser Permanente,,"Washington DC, District Of Columbia",http://my.jobs/D3CA10279374494785CB11D1A2E33038,,
CTI Resource Management Service Inc.,,,,,,,,,,,,,,y,,,,,y,,,,y,y,,,,,,,,y,,,y,CTI Resource Management Service Inc.,,"Washington, District Of Columbia",http://my.jobs/DB6496AEE6C34F5FBDE20C85EBB6DC91,,
Randstad,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,Randstad,,"Washington, District Of Columbia",http://my.jobs/1A6DA4BA97534668AD4E8D6234DCBFD4,,
Northrop Grumman,,,,,,,,,,,,,,,,,,,,,,,,,,y,y,,,,,y,,,y,Northrop Grumman,,"Washington, District Of Columbia",http://my.jobs/C8CCCFD61C24422BBB27947797BD4874,,
Soliant Health,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Soliant Health,,"DC, District Of Columbia",http://my.jobs/51CCAFFF53A5497EA27B59A7FB9B6ED9,,
National Aeronautics and Space Administration,,,,,,,,,,,,y,,,y,,,,,,,y,y,,,,y,,,,,y,,,y,National Aeronautics and Space Administration,,"Washington, District Of Columbia",http://my.jobs/B548CDF5199547B5A872A379497DF7CD,,
VMware,,,,,,,,,,,,,,,y,,,,y,,,,y,,y,,,,y,,,y,,,,VMware,,"Washington, District Of Columbia",http://my.jobs/061D126DFF9C470CA8615D00A7630FEF,,
HSBC,,,,,,,,,,,y,,y,y,y,,,,y,,,,y,y,y,,y,,y,,,,,y,,HSBC,,"Washington, District Of Columbia",http://my.jobs/AC533EF251904B2F9947DE0A6E16E449,,
Grant Thornton LLP,,,,,,,,,,,y,,,,y,,,,y,,,,,,,,,,,,,y,,y,,Grant Thornton LLP,,"Washington, District Of Columbia",http://my.jobs/6B70F8F51E0B4AB997A08899D8559529,,
L-3 Communications,,,,,,,background check,,,,y,,,y,y,,,,,y,,,,y,,,y,,y,,,y,,,y,L-3 Communications,,"Washington, District Of Columbia",http://my.jobs/383C7C425536475D835726417728CEB4,,
Grant Thornton LLP,,,,,,,,,,,y,,,,y,,,,y,,,,,,,,,,,,,y,,,,Grant Thornton LLP,,"Washington, District Of Columbia",http://my.jobs/F7F3C4D877B041BFB98FFBB6F207EA25,,
SymphonyIRI Group,,,,,,,,,,,y,,,,,,,,y,,,,,y,,,y,,,,,,,y,,SymphonyIRI Group,,"Washington North West, District Of Columbia",http://my.jobs/53B14DDFE7254A61892C8C218CAA3A8F,,
Washington Hospital Center,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Washington Hospital Center,,"Washington, District Of Columbia",http://my.jobs/F2B1CCA4A4954D5EBABCA41F8630B355,,
Washington Hospital Center,,,,,,,,,,,,y,,,,,,,y,,,,,,,,,,y,,,,,,,Washington Hospital Center,,"Washington, District Of Columbia",http://my.jobs/0CC06D01AF654930AFDA994C99CFADB3,,
Sirius XM Radio Inc.,,,,,,,,,,,,,,,,,,,y,y,,,,y,y,,y,,,,,,,y,y,Sirius XM Radio Inc.,,"Washington, District Of Columbia",http://my.jobs/0D32A70DF9CE48FA96ED640C37F9B387,,
Accenture,,,,,,,,,,,,,,,y,,,,y,y,,,y,,,,,,,,,,,,,Accenture,,"WASHINGTON, DC, District Of Columbia",http://my.jobs/BEBCE8E7416D47D5970BF969B4B653EC,,
L-3 Communications,,,,,,,background check,,,,y,,,y,y,,,,,y,,,y,y,,,y,,y,,,y,,,y,L-3 Communications,,"Washington, District Of Columbia",http://my.jobs/D356FDA4989146A3A941309599C245BD,,
American Express,,,,,,,,,,,,,,,y,,,,,,,,,,,y,y,,,,,,,,,American Express,,"Washington, District Of Columbia",http://my.jobs/4465441FF4354A64937DC68DF58506F0,,
Corporate Executive Board,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,y,y,,,,,y,,Corporate Executive Board,,"Arlington, District Of Columbia",http://my.jobs/542EA147C52C4060BEF611B1E1200B9D,,
Citi,,,,,,,,,,,,,y,,y,,,,y,,,,,,,,y,y,,,,,,y,,Citi,,District Of Columbia,http://my.jobs/10274A8437FC4A49A9DEF88A8D0DC08A,,
Amtrak,,,,,,,,,,,,,,,y,,,,y,,,,y,y,,,y,,y,,,,,,,Amtrak,,"Washington, District Of Columbia",http://my.jobs/A85E555CC13F4B0F826FD445DB471A04,,
American Council on Education,,,,,,,,,,,,y,,,y,,,,y,,,,,,,y,,y,,,,,,y,,American Council on Education,,"Washington, District Of Columbia",http://my.jobs/4289D93638AC44C7BF24A4092EFF726F,,
Accenture,,,,,,,,,,,,,,,y,,,,,y,,,y,,,,y,,,,,,,,,Accenture,,"WASHINGTON, DC, District Of Columbia",http://my.jobs/C079E1D20B0E4C3B8920734E46175A29,,
Smith Bucklin Corp,,,,,,,,,,,y,y,,y,y,,,,y,,,,y,y,,,,y,y,,,y,y,,,Smith Bucklin Corp,,"Washington, District Of Columbia",http://my.jobs/C8D7322E2541474284F152883278AB67,,
IRI,,,,,,,,,,,y,,,,,,,,y,,,,,y,,,y,,,,,,,y,,IRI,,"Washington, District Of Columbia",http://my.jobs/97DEF1F278B044479F636257DA0343AF,,
L-3 Communications,,,,,,,background check,,,,y,,,,y,,,,y,,,,,y,,,y,,y,,,y,,,y,L-3 Communications,,"Washington, District Of Columbia",http://my.jobs/A906EB971C1F4884A892CBBB670E5D08,,
Planned Parenthood,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,y,y,,,,,,,Planned Parenthood,,District Of Columbia,http://my.jobs/EECB16D70B7746AB84B1D05D099C43D2,,
JC Ehrlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,JC Ehrlich,,District Of Columbia,http://my.jobs/F6694508C03C4C8E94067560144753C8,,
Soliant Health,,,,,,,,,,,,,,y,,,,,y,,,,,,,,,,y,,,,,,,Soliant Health,,"Washington D.C., District Of Columbia",http://my.jobs/7901C7309BE749298638C58174E0CB19,,
SAIC,,,,,,,,,,,,,,,y,,,,,y,,,y,,,,y,,,,,y,,,y,SAIC,,"Washington, District Of Columbia",http://my.jobs/014F665C79F94C7ABD97F91DA7F865FE,,
L-3 Communications,,,,,,,background check,,,,y,y,,,y,,,,y,,,,,y,,,y,,y,,,y,,,y,L-3 Communications,,"Washington, District Of Columbia",http://my.jobs/830BF5F952E34871BDB4B65A43F7D64A,,
SRA International,,,,,,,,,,,,,,y,y,,,,y,,,,,,,,,,y,,y,y,,y,,SRA International,,"WASHINGTON, District Of Columbia",http://my.jobs/B92C54A0D19F43F79ACD0C9EC3F8312D,,
Hewlett  Packard,,,,,,,,,,,,y,,,,,,,,y,,,y,y,,,y,,,,,y,,,y,Hewlett  Packard,,"Washington, District Of Columbia",http://my.jobs/E01989A5802E4532905436CBFB3DE9B4,,
Equitable Gas Company,,,,,,,,,,,,,,y,,,,,,y,,,,,,,y,,,,y,,,,,Equitable Gas Company,,"Washington, District Of Columbia",http://my.jobs/5E6B5B448E8D45B0A5E56BD20D4078A8,,
Burns & McDonnell,,,,,,,,,,,,,,y,,,,,,y,,,,,,,,,,,,,,,,Burns & McDonnell,,"Washington, District Of Columbia",http://my.jobs/EBC65110DB1443F5AFD0044D346B12C4,,
L-3 Communications,,,,,,,background check,,,,y,,,,,,,,,y,,,y,,,,y,,y,,,y,,,y,L-3 Communications,,"Washington, District Of Columbia",http://my.jobs/0AC652F0A7994537B26D74E44380ACE6,,
Warbird Consulting Partners,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,y,,,,Warbird Consulting Partners,,"Washington, District Of Columbia",http://my.jobs/8E659D03142F4119BE7822A48B1D139A,,
AlliedBarton Security Services,,,,,,,background check,,,,,,y,,y,,,,y,,,,,,,,y,,y,,,y,,,y,AlliedBarton Security Services,,"Washington, District Of Columbia",http://my.jobs/23E3A4F4C22749D28997EEA21EA7F2A6,,
